titulo,texto,data,fonte,url,origem,aspecto,sentimento,analises_detalhadas,relevancia,candidatos,regiao,tema,candidatos_mencionados
Arthur Lira anuncia medidas sobre inflação em Rio de Janeiro,"Em pronunciamento hoje, Arthur Lira anuncia um conjunto de medidas relacionadas a inflação. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-05-12,Estadão,https://exemplo.com/estadão/inflação/5,Estadão Política,outros,neutro,"[{'texto': 'Arthur Lira anuncia medidas sobre inflação em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira anuncia um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Rio de Janeiro,inflação,"['Arthur Lira', 'Lula']"
Eduardo Leite anuncia medidas sobre saúde em Rio de Janeiro,"Em pronunciamento hoje, Eduardo Leite anuncia um conjunto de medidas relacionadas a saúde. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-05-30,Estadão,https://exemplo.com/estadão/saúde/6,Estadão Política,outros,neutro,"[{'texto': 'Eduardo Leite anuncia medidas sobre saúde em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite anuncia um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Rio de Janeiro,saúde,"['Eduardo Leite', 'Tarcísio de Freitas']"
Lula questiona medidas sobre judiciário em Rio de Janeiro,"Em pronunciamento hoje, Lula questiona um conjunto de medidas relacionadas a judiciário. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. ",2025-06-03,Estadão,https://exemplo.com/estadão/judiciário/7,Estadão Política,outros,neutro,"[{'texto': 'Lula questiona medidas sobre judiciário em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula questiona um conjunto de medidas relacionadas a judiciário.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Rio de Janeiro,judiciário,"['Lula', 'Cláudio Castro']"
Lula discute medidas sobre corrupção em Rio de Janeiro,"Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a corrupção. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-05-24,Estadão,https://exemplo.com/estadão/corrupção/8,Estadão Política,outros,neutro,"[{'texto': 'Lula discute medidas sobre corrupção em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Rio de Janeiro,corrupção,"['Lula', 'Cláudio Castro']"
Eduardo Leite apresenta medidas sobre educação em Brasília,"Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a educação. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-06-04,Estadão,https://exemplo.com/estadão/educação/9,Estadão Política,outros,neutro,"[{'texto': 'Eduardo Leite apresenta medidas sobre educação em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Brasília,educação,"['Eduardo Leite', 'Cláudio Castro']"
Rodrigo Pacheco questiona medidas sobre judiciário em Bahia,"Em pronunciamento hoje, Rodrigo Pacheco questiona um conjunto de medidas relacionadas a judiciário. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-13,Estadão,https://exemplo.com/estadão/judiciário/10,Estadão Política,outros,neutro,"[{'texto': 'Rodrigo Pacheco questiona medidas sobre judiciário em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco questiona um conjunto de medidas relacionadas a judiciário.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Bahia,judiciário,"['Rodrigo Pacheco', 'Tarcísio de Freitas']"
Rodrigo Pacheco apresenta medidas sobre congresso em Norte,"Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a congresso. Durante evento em Norte, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-30,Estadão,https://exemplo.com/estadão/congresso/11,Estadão Política,congresso,neutro,"[{'texto': 'Rodrigo Pacheco apresenta medidas sobre congresso em Norte', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a congresso.', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Norte,congresso,"['Rodrigo Pacheco', 'Tarcísio de Freitas']"
Arthur Lira discute medidas sobre saúde em Bahia,"Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a saúde. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-05-29,Estadão,https://exemplo.com/estadão/saúde/12,Estadão Política,outros,neutro,"[{'texto': 'Arthur Lira discute medidas sobre saúde em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Bahia,saúde,"['Arthur Lira', 'Lula']"
Tarcísio de Freitas defende medidas sobre inflação em Norte,"Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a inflação. Durante evento em Norte, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. ",2025-05-26,Estadão,https://exemplo.com/estadão/inflação/13,Estadão Política,outros,neutro,"[{'texto': 'Tarcísio de Freitas defende medidas sobre inflação em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Norte,inflação,"['Tarcísio de Freitas', 'Cláudio Castro']"
Eduardo Leite critica medidas sobre inflação em Bahia,"Em pronunciamento hoje, Eduardo Leite critica um conjunto de medidas relacionadas a inflação. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-15,Estadão,https://exemplo.com/estadão/inflação/14,Estadão Política,outros,neutro,"[{'texto': 'Eduardo Leite critica medidas sobre inflação em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite critica um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Bahia,inflação,"['Eduardo Leite', 'Tarcísio de Freitas']"
Arthur Lira aprova medidas sobre reforma em Brasília,"Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a reforma. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. ",2025-05-12,Estadão,https://exemplo.com/estadão/reforma/15,Estadão Política,outros,neutro,"[{'texto': 'Arthur Lira aprova medidas sobre reforma em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,reforma,"['Arthur Lira', 'Eduardo Leite']"
Eduardo Leite defende medidas sobre inflação em Brasília,"Em pronunciamento hoje, Eduardo Leite defende um conjunto de medidas relacionadas a inflação. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-05-28,Folha,https://exemplo.com/folha/inflação/1,Folha de São Paulo,outros,neutro,"[{'texto': 'Eduardo Leite defende medidas sobre inflação em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite defende um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,inflação,"['Eduardo Leite', 'Lula']"
Tarcísio de Freitas rejeita medidas sobre eleições em Sul,"Em pronunciamento hoje, Tarcísio de Freitas rejeita um conjunto de medidas relacionadas a eleições. Durante evento em Sul, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-06-04,Folha,https://exemplo.com/folha/eleições/2,Folha de São Paulo,outros,neutro,"[{'texto': 'Tarcísio de Freitas rejeita medidas sobre eleições em Sul', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas rejeita um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Sul, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Sul,eleições,"['Tarcísio de Freitas', 'Rodrigo Pacheco']"
Rodrigo Pacheco rejeita medidas sobre reforma em Rio de Janeiro,"Em pronunciamento hoje, Rodrigo Pacheco rejeita um conjunto de medidas relacionadas a reforma. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-06-03,Folha,https://exemplo.com/folha/reforma/3,Folha de São Paulo,outros,neutro,"[{'texto': 'Rodrigo Pacheco rejeita medidas sobre reforma em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco rejeita um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Rio de Janeiro,reforma,"['Rodrigo Pacheco', 'Arthur Lira']"
Cláudio Castro apresenta medidas sobre judiciário em Norte,"Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a judiciário. Durante evento em Norte, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-05-24,Folha,https://exemplo.com/folha/judiciário/4,Folha de São Paulo,outros,neutro,"[{'texto': 'Cláudio Castro apresenta medidas sobre judiciário em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a judiciário.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Norte,judiciário,"['Cláudio Castro', 'Lula']"
Cláudio Castro apresenta medidas sobre educação em Centro-Oeste,"Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a educação. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-29,Folha,https://exemplo.com/folha/educação/5,Folha de São Paulo,outros,neutro,"[{'texto': 'Cláudio Castro apresenta medidas sobre educação em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,educação,"['Cláudio Castro', 'Tarcísio de Freitas']"
Lula rejeita medidas sobre educação em Bahia,"Em pronunciamento hoje, Lula rejeita um conjunto de medidas relacionadas a educação. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-19,Folha,https://exemplo.com/folha/educação/6,Folha de São Paulo,outros,neutro,"[{'texto': 'Lula rejeita medidas sobre educação em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula rejeita um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Bahia,educação,"['Lula', 'Eduardo Leite']"
Arthur Lira propõe medidas sobre educação em Norte,"Em pronunciamento hoje, Arthur Lira propõe um conjunto de medidas relacionadas a educação. Durante evento em Norte, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-06-07,Folha,https://exemplo.com/folha/educação/7,Folha de São Paulo,outros,neutro,"[{'texto': 'Arthur Lira propõe medidas sobre educação em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira propõe um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Norte,educação,"['Arthur Lira', 'Lula']"
Lula anuncia medidas sobre inflação em Rio de Janeiro,"Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a inflação. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-28,Folha,https://exemplo.com/folha/inflação/8,Folha de São Paulo,outros,neutro,"[{'texto': 'Lula anuncia medidas sobre inflação em Rio de Janeiro', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Rio de Janeiro,inflação,"['Lula', 'Tarcísio de Freitas']"
Lula veta medidas sobre reforma em Minas Gerais,"Em pronunciamento hoje, Lula veta um conjunto de medidas relacionadas a reforma. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-05-23,Folha,https://exemplo.com/folha/reforma/9,Folha de São Paulo,outros,neutro,"[{'texto': 'Lula veta medidas sobre reforma em Minas Gerais', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula veta um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Minas Gerais,reforma,"['Lula', 'Rodrigo Pacheco']"
Arthur Lira propõe medidas sobre economia em Nordeste,"Em pronunciamento hoje, Arthur Lira propõe um conjunto de medidas relacionadas a economia. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-26,Folha,https://exemplo.com/folha/economia/10,Folha de São Paulo,economia,neutro,"[{'texto': 'Arthur Lira propõe medidas sobre economia em Nordeste', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Arthur Lira propõe um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Nordeste,economia,"['Arthur Lira', 'Rodrigo Pacheco']"
Lula veta medidas sobre eleições em Brasília,"Em pronunciamento hoje, Lula veta um conjunto de medidas relacionadas a eleições. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-05-23,Folha,https://exemplo.com/folha/eleições/11,Folha de São Paulo,outros,neutro,"[{'texto': 'Lula veta medidas sobre eleições em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula veta um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,eleições,"['Lula', 'Arthur Lira']"
Lula anuncia medidas sobre segurança em São Paulo,"Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a segurança. Durante evento em São Paulo, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. O projeto pretende aumentar o efetivo policial e modernizar equipamentos. ",2025-05-21,Folha,https://exemplo.com/folha/segurança/12,Folha de São Paulo,outros,neutro,"[{'texto': 'Lula anuncia medidas sobre segurança em São Paulo', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a segurança.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em São Paulo, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O projeto pretende aumentar o efetivo policial e modernizar equipamentos.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,São Paulo,segurança,"['Lula', 'Arthur Lira']"
Lula propõe medidas sobre eleições em Brasília,"Em pronunciamento hoje, Lula propõe um conjunto de medidas relacionadas a eleições. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-06-05,G1,https://exemplo.com/g1/eleições/1,G1 - Política,outros,neutro,"[{'texto': 'Lula propõe medidas sobre eleições em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula propõe um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,eleições,"['Lula', 'Rodrigo Pacheco']"
Eduardo Leite propõe medidas sobre economia em Nordeste,"Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a economia. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-31,G1,https://exemplo.com/g1/economia/2,G1 - Política,economia,neutro,"[{'texto': 'Eduardo Leite propõe medidas sobre economia em Nordeste', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Nordeste,economia,"['Eduardo Leite', 'Rodrigo Pacheco']"
